Address Line 1,Address Line 2,City,Country,URL 1,URL 2,URL 3
Doughty Limited,Doughty Building Mombasa Road,Lusaka Road,Nairobi,Kenya,,,
Elgon Kenya Limited,"Elgon House National Park East Gate Road, Off Mombasa Road","Opposite Firestone, Lab & Allied (Sameer Africa)",Nairobi,Kenya,
Faram East Africa Limited,House No. 29 David Osieili Road,Off Waiyaki Way,Nairobi,Kenya,,,
Web Tribe Limited,Monrovia,,Nairobi,Kenya,,,
Techwise Solutions,Murang'a Road,,Nairobi,Kenya,,,
Association Of Muslim Patrons,Jomvu Area,,Mombasa,Kenya,,,
Davanns Limited,Menengai Crescent Milimani,,Nakuru,Kenya,,,
Sportswise Management International,Twiga Hill Road,,Nairobi,Kenya,,,
Mothers On Boychild Initiative,Kenyatta Highway,,Thika,Kenya,,,
Infinium Technologies Ltd,3Rd Floor Occidental Plaza Muthithi Road,,Nairobi,Kenya,,,
Mandera County Youth Bunge Sacco,Old Town,,Mandera,Kenya,,,
Emeden Kenya,"Matndu Lane,Westland",,Nairobi,Kenya,,
General Aluminium Fabricators Ltd,Funzi Road,Industrial Area,Nairobi,Kenya,,,
Chai Trading Company Limited,Mombasa,,Mombasa,Kenya,,,
Element Blue International Ltd,Williamson House 4Th Ngong Avenue,,Nairobi,Kenya,,,
Ebrahim & Company Limited,Moi Avenue,,Nairobi,Kenya,,,
Lucgeor Enterprises,Kwa Shibu,,Mombasa,Kenya,,,
Ng'iya Health Centre,Ng'iya Market,,Ng'iya,Kenya,,,
Kericho Youth Centre,Hospital Road,,Kericho,Kenya,,,
Lynntech Chemicals & Equipment Ltd,G K & Brothers Building Lunga Lunga Road,,Nairobi,Kenya,,,
Beautiful Compound Outlook,Argwings Kodhek Road,,Nairobi,Kenya,,,
Nairobi X-Ray Supplies Ltd,House Of  Vanguard/Fuji Plaza No 1. Crossway Lane,Chiromo Road,Nairobi,Kenya,,,
Parkline Developers Ltd,"Lr 209/2559,  Twiga Towers Muranga Road",,Nairobi,Kenya,,
Xrx Technologies Ltd,Vanguard House Crossway Road,Off Westlands Road,Nairpbi,Kenya,,,
Weaep,State Lodge Road,,Kakamega,Kenya,,,
Prosel Limited,"Bamburi Road, Next To Fina Bank","Off  Enterprise Road, Industrial Area",Nairobi,Kenya,
Charian Trading Co. Ltd,Nanyuki Road,,Nairobi,Kenya,,,
Bedie Cbo,God Jope,,Sindo,Kenya,,,
Marketing Strategies & Solutions,"Regent Court, Apartment B1, Argwings Kodhek Road",,Nairobi,Kenya,
Yusuf Haji Secondary School,Masalani,,Ljara,Kenya,,,
Vine Fresh (East Africa) Limited,"Brick Court, Woodvale Avenue",Westlands,Nairobi,Kenya,,
Mayfox Mining Company Limited,Mayfox House Garden Road Off,,Nairobi,Kenya,,,
Aic Cure International Children's Hospital,Hospital Road,,Kijabe,Kenya,,,
Got Agulu Sub District Hospital,Got Agulu,,Bondo,Kenya,,,
Goldrock International Enterprices K Ltd,Goldrock Complex,"Baba Dogo Road, Next To Tilly",Ruaraka,Kenya,,
W E Tilley Muthaiga Ltd,Baba Dogo Road,,Nairobi,Kenya,,,
Hightech Systems Ltd,Chevron Plaza Parklands,,Nairobi,Kenya,,,
Ventrix Consulting,Embakasi Road,,Nairobi,Kenya,,,
Silpack Industries Limited,Plot No 209/4270 Likoni Road,,Nairobi,Kenya,,,
Moland Communications Ltd,Mama Ngina Street,,Nairobi,Kenya,,,
East Africa Centre For Law & Justice,"Chaka Place, 4Th Floor",,Argwings Kodhek Road,Kenya,,
Digmap Geosystems Limited,Left Wing,,Nairobi,Kenya,,,
Constitution And Reform Education Consortium-Creco,Matumbato Road,,Nairobi,Kenya,,,
Microsave Consulting Limited,Mamlaka Road,,Nairobi,Kenya,,,
Samburu Integrated Development Programme,Wamba,,Samburu East,Kenya,,,
Brandwagon Limited,P O Box 21896,,Nairobi,Kenya,,,
Essel Technologies Limited,Savana Road,Phase Iii/1154,Nairobi,Kenya,,,
Zenith Hardware Nairobi Ltd,Sheikh Karume Road,Off Luthuli Avenue,Nairobi,Kenya,,,
Kenital K Ltd,Ngong Road,,Nairobi,Kenya,,,
Provide International,Outering Road,,Nairobi,Kenya,,,
Tafakari,Harry Thuku,,Nairobi,Kenya,,,
Hydery P Ltd,"Kaderbhoy Building,  Nkrumah Road",,Mombasa,Kenya,,
Own And Associates Limited,Maai Mahui Street,,Nairobi,Kenya,,,
Pneumatics Kenya Limited,"Fairlane House, 2Nd Floor,  Bagamoyo Road",Off Mbagathi Road,Nairobi,Kenya,
Sahan Research Ltd,Loresho Ridge Main House No 2,,Nairobi,Kenya,,,
Bio Foods Products Ltd,"Off Road C,Industrial Area,","Mombasa Road, Land Mark: After Sameer Industrial Park",Nairobi,Kenya
Consumer Options Limited,Mama Ngina,,Nairobi,Kenya,,,
Spatial Collective Limited,George Padmore Lane,,Nairobi,Kenya,,,
Beli Western Ltd,"Prudential Assurance Blgd,  Wabera Street",,Nairobi,Kenya,,
Business Matrix Systems Ltd,Mombasa Road,,Nairobi,Kenya,,,
Physical Therapy Services Ltd,"Jubilee Insurance House,  Wabera Street",,Nairobi,Kenya,,
Jagjit Construction Company,Busia Road Off Enterprise Road,,Nairobi,Kenya,,,
James Finlay East Africa Holdings Limited,Kericho-Nakuru Road,,Kericho,Kenya,,,
Admo Construction Ltd,Plot No 36.11/37 Eastleigh Section Ii,2Nd Avenue,Nairobi,Kenya,,,
Youth And Women Self Help Programme,Mosque Road,,Nakuru,Kenya,,,
Assorted Waste Management,Kindaruma Road,,Nairobi,Kenya,,,
Skyfire East Africa Ltd,Bekim Hse 3Rd Flr Crossway Rd Westlands,,Nairobi,Kenya,,,
Lake Victoria Partners For Development,Kisumu - Kisii,,Oyugis,Kenya,,,
Philafe Engineering Ltd,"Reinsurance Plaza,  Taifa Road",,Nairobi,Kenya,,
Craftsman Enterprises (Kenya) Ltd,Funzi Road,Industrial Area,Nairobi,Kenya,,,
Trust Bank Ltd,"Trust Forte Building,  Moi Avenue",,Nairobi,Kenya,,
Mimosa Phamacy Ltd,Empress Office Suites,"2Nd Floor, Jalaram Road, Off Ring Road",Nairobi,Kenya,
Fidelity Commercial Bank Ltd,"Ips Building 7Th Floor,  Kimathi Street",,Nairobi,Kenya,,
Craft Silicon Limited,Westlands Office Park,Waiyaki Way,Nairobi,Kenya,,,
Umma University,Kajiado Center,,Kajiado,Kenya,,,
Winemasters K Ltd,Korosho Road,,Nairobi,Kenya,,,
Sashishi Group Of Companies  Limited,Mumias Musanda Road,Opposite Mumias Out Growers Company,Mumias,Kenya,,,
Adhesive Solutions Africa Limited,Vinodeep Towers Baricho Road,Industrial Area,Nairobi,Kenya,,,
Burpak Da Gama Avocado Oil Company Ltd,"Flat No 409,  Biashara Street",,Nairobi,Kenya,,
One World Movers & Forwarders,"Pan African House, 4Th Floor Kenyatta Avenue",,Nairobi,Kenya,,
Roy Transmotors Ltd,"Kasarani Roundabout,  Thika Raod",,Nairobi,Kenya,,
Kenya Association For Prevention Of Tubeculosis And Lung Diseases,Jabavu Lane,,Nairobi,Kenya,,,
First Drinks Limited,Kenya House Koinage Street,,Nairobi,Kenya,,,
Socially Organized Educative Team,Kapsokwony  Kaptama Road,,Kapsokwony,Kenya,,,
Patom Company Limited,Latema Road,,Nairobi,Kenya,,,
Hampstead Health Ltd,"Lower Kabete,  Lower Kabete Road",,Nairobi,Kenya,,
Sustainability Opportunity Training Epidemiology Networking Interdependence,Koinange Street,,Nairobi,Kenya,,,
Centre Of Creativity Productions,Harry Thuku,,Nairobi,Kenya,,,
Clover Foods (K) Ltd,Off Landhies Road,Kamakunji School,Nairobi,Kenya,,,
Softchoice Africa Limited,Mecer Place 21 Crescent Road,Parklands,Nairobi,Kenya,,,
Ondele Transport And Poultry,Shimanzi,,Mombasa,Kenya,,,
Desktop Solutions K Ltd,"Posta Sacco Plaza,  University Way",,Nairobi,Kenya,,
Youth For Development Initiative,Kabiria,,Nairobi,Kenya,,,
Dynamic Theatre Arts,Msambweni District Hospital Road,,"Mombasa, Msambweni",Kenya,,
Panacea Healthcare,"Mpaka House,  Mpaka Road",,Nairobi,Kenya,,
Teresiah Kabura,Off Nakuru-Nairobi Highway,,Nakuru,Kenya,,,
Hospital Support Organization,Lenana Road,,Nairobi,Kenya,,,
Medisyst Ltd,"Vision Plaza Suite 36, Mombasa Road",,Nairobi,Kenya,,
Kisumu County Health Management Team,Nyanza Provincial Headquater,,Kisumu,Kenya,,,
Triton Network Solutions Limited,Vanguard House 7Th Floor Chiromo Road,,Nairobi,Kenya,,,
Tiprose Industries Ltd,"Lr 209/1212/2 Uniafric House,  Koinange",,Nairobi,Kenya,,
Mature Trek Adventure Ltd,"Gillfilian House,  Kenyatta Avenue",,Nairobi,Kenya,,
Remote Site Solutions Kenya Epz Limited,Nkrumah Rd,,Mombassa,Kenya,,,
Khwisero Dorcas Cbo,Khwisero - Mulwanda Road,,Kakamega,Kenya,,,
Museum Hill Road,Po Box 38706 Ngara,,Nairobi,Kenya,,,
Solar Works East Africa Ltd,Vision Plaza Mombasa Road,Unit 20,Nairobi,Kenya,,,
Pharmaworld Ltd,"State House Crescent,  State House Avenue",,Nairobi,Kenya,,
Riccardo Gangale,Mbaazi Close,,Nairobi,Kenya,,,
Servicoff Limited,Kenbelt Business Park Along The Old Mombasa Road,,Nairobi,Kenya,,,
E Chernel & Company,"Rex House, 1St Floor,  Moi Avenue",,Mombasa,Kenya,
Friends Of Conservation,"Great Jubilee Centre, Langata Rd",,Nairobi,Kenya,,
The Wildlife Foundation,Langata South Road,,Nairobi,Kenya,,,
Eastern And Southern Africa Dairy Association,Peponi Road,,Nairobi,Kenya,,,
Capitol Printers Ltd,"Next To Alpine Coolers,  Road A, Off Enterprise Road",Industrial Area,Nairobi,Kenya,
Davchem East Africa Ltd,Building No 12 Davchem Water Centre Mombasa Road,,Nairobi,Kenya,,,
Powerzone Cooling Systems,Tom Mboya Road,,Mombasa,Kenya,,,
Barella Limited,Gpo Kenyatta Avenue,,Nairobi,Kenya,,,
St Monica Kenyan Woman And Child Transformation Agenda Kewacta,Busia Kisumu Road,Western Kenya,Busia,Kenya,,,
Mesco Consultant K Ltd,Koinange Street,,Nairobi,Kenya,,,
Northstar Alliance Eastafrica,Kuwinda,,Nairobi,Kenya,,,
Printstar Imaging System Ltd,Tabere Crescent,,Nairobi,Kenya,,,
"Media For Environment, Science, Health And Agriculture In Kenya",Maai Mahiu,,Nairobi,Kenya,
Kituo Cha Sheria Mombasa Chapter,Kaunda Ave,,Mombasa,Kenya,,,
Steam Plant Limited,"1, Josem Trust House-3Rd Flr,  Bunyala Road, Lower Hill",,Nairobi,Kenya
Happen,Off Rongo Homa-Bay Road,,Nairobi,Kenya,,,
Flowerport Logistics Kenya Limited,Plot L.R No 209/8595 Monrovia Street,,Nairobi,Kenya,,,
Nam Consult Ltd,Nyerere Road,,Nairobi,Kenya,,,
Naked Wilderness Afrika Limited,Woodvale Groove,,Nairobi,Kenya,,,
Busia Parish Famiy Life Education Programme,Hospital Road Off Catholic Chrch,,Busia,Kenya,,,
Majaliwa Women Group,Eshisiru,,Kakamega,Kenya,,,
Drilling Services Inetrnational,Ngong Road,,Nairobi,Kenya,,,
National Ict Innovation And Integration Center,Ngong Road,,Nairobi,Kenya,,,
Al-Falah Childrens Home,Ngei Road,,Machakos,Kenya,,,
Haki Centre Organization,Kisauni,,Mombasa,Kenya,,,
Innovation Empowerment Programme,Back Street Twin Plaza Keroka,,Keroka,Kenya,,,
Coast People Living With Hiv,Old Malindi Road,,Mombasa,Kenya,,,
Carmed Insurance Agency Ltd,Karen Road,,Nairobi,Kenya,,,
Family Eye Care Centre Ltd,"Princely House,  Moi Avenue",,Nairobi,Kenya,,
Kingdom Securities Limited,Co-Operative Bank Hse,Haile Selassie Avenue,Nairobi,Kenya,,,
Resource Hub For Development [R.H.D],P O Box 10958,,Nairobi,Kenya,,,
Agency For Pastoralists Development,Norad,,Lodwar,Kenya,,,
Lodwar District Hospital,Lodwarlokichoggio Highway,,Lodwar,Kenya,,,
Mohazo Epz Limited,Athiriver,,Nairobi,Kenya,,,
Redeemed Gospel Church Eastleigh Machakos,Eastleigh Along Wote Road,,Machakos,Kenya,,,
Diamond Coffee Company Ltd,No 209/4931/29,Nyuki Close,Nairobi,Kenya,,,
D L Patel Press Kenya Ltd,Commercial St,,Nairobi,Kenya,,,
Boc Kenya Limited,Kitui Road Industrial Area,Off Kampala Road,Nairobi,Kenya,,,
Duran Dema Support Organization,Mombasa - Adis Ababa Road,,Kurungus Resident,Kenya,,,
Kamdev Enterprises Limited,"Road 'a', Off Enterprise Road",Opposite Alpine Coolers,Nairobi,Kenya,,
James Batuka,Karuna Close,,Nairobi,Kenya,,,
Law Society Of Kenya,Crawford Business Park,,Nairobi,Kenya,,,
Kenya Steel Fabricators Ltd,"Alliance House,  Road C",Off Enterprise Road,Nairobi,Kenya,,
Marshalls East Africa Ltd,Marshall House Koinange Street,,Nairobi,Kenya,,,
Karateng Community Library,Karateng Village,,Maseno,Kenya,,,
Namelok Eishoi Integrated Organisation,Nairobi Nakuru Highway,,Gilgil,Kenya,,,
Eatec Limited,Eldoret/Nairobi Highway,P.O. Box 190,Eldoret,Kenya,,,
Avitrade K Ltd,"Kilimani Wood Avenue,",,Nairobi,Kenya,,
Land Scan,"5Th Flr, Jubilee Exchange, Mama Ngina St",,Nairobi,Kenya,
Mara Conservancy,"Triad House,  83 83 Muthaiga Road",,Nairobi,Kenya,,
Pride Africa,Parklands Road,,Nairobi,Kenya,,,
Tausa Development Programme,Tausa,,Voi,Kenya,,,
Lamu Festivals Initiative,Langoni,,Lamu,Kenya,,,
Fineline Systems & Management Limited,521 Riara Road,P.O.Box 54536,Nairobi,Kenya,,,
Fredrick Lala Odock,"Kws Headquarters, Mombasa Road",,Nairobi,Kenya,,
Biomek Limited,Mombasa Road,,Nairobi,Kenya,,,
Hidden Treasures Books Wholesalers Ltd,Enterprise Road,Next To Softa Bottling,Nairobi,Kenya,,,
Marino Services,Nyuki,,Kisumu,Kenya,,,
The Buy And Sell Media Company Kenya,Plot No. 1870/1/440 Forces Lane,,Nairobi,Kenya,,,
Pastoralist Girls Initiative,Mirra Road,,Garissa,Kenya,,,
Nakuru Sub-County Arts Hub,16101 Gusii Road,,Nakuru,Kenya,,,
Center For Regeneration And Empowerment Of Africa Through Africa,Kariobangi,,Nairobi,Kenya,,,
Jikaze Women For Sustainable Development Organization,Satellite,,Nairobi,Kenya,,,
Biselex Kenya Limited,Avon Centre Enterprise Road,Industrial Area,Nairobi,Kenya,,,
Hi-Plast Ltd,Falcon Road,"Off Enterprise Road, Industrial Area",Nairobi,Kenya,,
Atlantis Auto Spares Ltd,"Plot No 209/136/226,  Kirinyaga Road",,Nairobi,Kenya,,
Cosmocare Industries Nairobi Limited,Enterprise Road,,Nairobi,Kenya,,,
World Radiance International,Kenyatta Avenue,,Nairobi,Kenya,,,
Fredrick And Nunduagency,Ngong Road Drive,,Nairobi,Kenya,,,
Intergeneration Community Organization,Outer Ring Road,,Karibangi - Nairobi,Kenya,,,
Carnaud Metalbox K Ltd,Thika,,Nairobi,Kenya,,,
Uwezekano Initiatives,Coffee Plaza,,Nairobi,Kenya,,,
Maritime Resource Management Limited,Ambank House 17Th Floor University Way,Monrovia Street,Nairobi,Kenya,,,
Eldoville Farm,"17, Warai South Road",,Nairobi,Kenya,,
Healthline Solutions Limited,Parklands Road,,Nairobi,Kenya,,,
Nature Expeditions Africa Ltd,"Githeri House,  Gatundu Road",,Nairobi,Kenya,,
Sibco Investment,Plot No 3309,Kisauni Road,Mombasa,Kenya,,,
Homeboyz Foundation,Amber House Baricho Road,Industrial Area,Nairobi,Kenya,,,
Allied Plumbers Limited,Baricho Road,"Industrial Area, Off Mombasa Road",Nairobi,Kenya,,
Bids Garment Ltd,Lusaka Road,Industrial Area,Nairobi,Kenya,,,
Colour Packaging Limited,Mombasa Road,Mlolongo,Nairobi,Kenya,,,
Technology Today Ltd,Chiromo Road/Crossways,"Opp. Vanguard House, Westlands",Nairobi,Kenya,,
Hardware Supermarket Ltd,"Tarpo Building,  Dar Es Salaam Road",,Nairobi,Kenya,,
Africa Youth Trust,Kileleshwa Off Laikipia Road,,Nairobi,Kenya,,,
Irrico International Ltd,Road A,,Nairobi,Kenya,,,
Tumaini Kanamkemer,Kailoseget,,Lodwar,Kenya,,,
Chemraw E.A. Ltd,Enterprice Road,,Nairobi,Kenya,,,
Phillips Healthcare Technologies Ltd,Phillips Business Park Mombasa Road,,Nairobi,Kenya,,,
You And I Kenya,Athi River Namanga Road,,Nairobi,Kenya,,,
National Book Development Council Of Kenya,"Ralph Bunche Road, Pittaway Building",,Nairobi,Kenya,,
Taita Taveta County Development Forum,"Wess Building,Catholic Church",,Voi,Kenya,,
Despec Kenya Ltd,"Corner Plaza,  Parklands Road",Westlands,Nairobi,Kenya,,
Base Collection,Meru Road,,Mombasa,Kenya,,,
Zanaafrica Group Ltd,Theta Lane,,Nairobi,Kenya,,,
Habib Bank Ag Zurich,Muindi Mbingu,,Nairobi,Kenya,,,
District Livestock Marketing Council-Mandera,Mandera,,Nairobi,Kenya,,,
Polysack Limited,Opp St Luke Church,Thika/Garissa Road,Thika,Kenya,,,
Jewel Art,"Sarit Centre Ground Flr,  Parklands Road",,Nairobi,Kenya,,
Migori Development And Community Empowerment Organization,Migor Sirare High Way,,Kisumu,Kenya,,,
Reeas Enterprises Ltd,"Purvi House,  Westlands",,Nairobi,Kenya,,
Elgi Tread K Ltd,Kiambu Road,,Nairobi,Kenya,,,
Tropic Air Ltd,Nanyuki Civil,Nanyuki Airstrip,,Kenya,,,
Osienala Friends Of Lake Victoria,Kisumu,,,Kenya,,,
The Real Ipm Co.(Kenya) Ltd,Kichozi Farm,Near Giogio Estate,Thika,Kenya,,,
Que Energy,Uganda House Kenyatta Avenue,,Nairobi,Kenya,,,
Kisauni Artisans,Mombasa/Malindi Road,,Mombasa,Kenya,,,
Aircraft Leasing Services Limited,"Als Building Langata, Aerodrome Road",Wilson Airport,Nairobi,Kenya,,
Adix Plastics Ltd,"Sasio Road, Off Lunga Lunga Road",Industrial Area,Nairobi,Kenya,,
Africa K-Link International Ltd,View Park Tower Utalii Lane,,Nairobi,Kenya,,,
Cannon Assurance Kenya Ltd,Block D Gateway Business Park,Mombasa Road,Nairobi,Kenya,,,
Apex Steel Ltd,"Funzi Road, Industrial Area",Off Enterprise Road,Nairobi,Kenya,,
Hardexo Company Limited,Theta Lane Hurlingham,"Near Red Sea Restaurant, Lenana Road",Nairobi,Kenya,,
Nazir Properties Ltd,"Lr 4275/21,  Riverside Drive",,Nairobi,Kenya,,
New Engineering Africa Ltd,"L/R 209-10471, Dick Dick Road",Kileleshwa,Nairobi,Kenya,,
Vetochem Ltd,"Dhanjal Panael Beaters Blgd,  Off Shimo La Tewa Road",,Nairobi,Kenya,,
Thome Dynamics Ltd,Plateau Road,"Po Box 540-00618, Ruaraka",Nairobi,Kenya,,
Business Renewal Consult Ltd,Lenana Road,,Nairobi,Kenya,,,
Prafulla Enterprises Ltd,Plot No 7/428 Obote Road,,Kisumu,Kenya,,,
S C Johnson And Son Kenya Ltd,Outering/Thika Road,Ruaraka,Nairobi,Kenya,,,
Asubuhi Njema Peace And Development,Kipkelion  Town - Pca Church Building,,Kericho,Kenya,,,
Benafrica Kenya Limited,Nairobi-Nakuru Highway,,Nairobi,Kenya,,,
Ayton Young & Rubicam Ltd,Mombasa Road,,Nairobi,Kenya,,,
Joslu Enterprises And Printers,Mfangano,,Nairobi,Kenya,,,
Planning Interior Ltd,"Lr No Block 92/232,  Planning House Lower Kabete Road",,Nairobi,Kenya,,
Woodtex Kenya Limited,"Rex Godown, Kabansora Road","Off North Airport Road, Embakasi",Nairobi,Kenya,
Kothidha Community Based Organization,Homa Bay,,Kisumu,Kenya,,,
Progressive Youth For Development,Garissa Road,,Mwingi,Kenya,,,
Film Studios Kenya Ltd,"Jamhuri Park,  Jamhuri Road",,Nairobi,Kenya,,
Wajibu Ms,General Mathenge Drive,,Nairobi,Kenya,,,
Catholic Diocese Of Malindi,Mtangani,,Malindi,Kenya,,,
Disability And Women Development Strategies,Along Kisumu Kakamega Road,,Mbale,Kenya,,,
Pranami Limited,Church Road,,Nairobi,Kenya,,,
S.G Mbaabu & Company Advocates,Rehema House Pan Africa Insurance,,Nairobi,Kenya,,,
Bevaj Furniture Limited,"Mombasa Road, Gateway Business Park","Next To Somak House, Off Nkrumah Road",Nairobi,Kenya,
Kecofatuma,Woodlands,,Nairobi,Kenya,,,
Electro Tech Ltd,"Lr 1870/Vi/260, New Rehema Hse,  Rhapta Road",,Nairobi,Kenya,
Sai Chemicals Ltd,Changamwe Road,,Nairobi,Kenya,,,
Kenya National Producers Organization,Haile Selasie,,Nairobi,Kenya,,,
Mission For Essential Drugs And Supplies Meds,Enterprise Road,"Industrial Area, P O Box 78040",Nairobi,Kenya,,
Millbrook Garment,"Saifee Building,  Haile Selessie Rd",,Mombasa,Kenya,,
Amerti Enterprise Limited,"Factory Road, Off Lusaka Road",,Nairobi,Kenya,,
Delta Limited,"Davis Motors House,  Mombasa Road",,Nairobi,Kenya,,
Notco Kenya Ltd,Mombasa Road,Lusaka Road,Nairobi,Kenya,,,
Across Africa Safaris Ltd,"P O Box 49420 & 52771, Bruce House",Standard Street,Nairobi,Kenya,,
Bunson Travel Service Ltd,"Park Place, Parklands Road",Limuru Road,Nairobi,Kenya,,
Global Aviation Consulting Services Ltd,Kapiti Road,,Nairobi,Kenya,,,
African Cotton Industries Limited,Mombasa Road,Behind Weighbridge Site,Nairobi,Kenya,,,
African Auto Supplies Limited,Kirinyaga Road,,Nairobi,Kenya,,,
Matungu Imams And Preachers Shg,Matungu,,Mumias,Kenya,,,
Design Hotel-Tribe,Limuru Road,,Nairobi,Kenya,,,
Bushe Community Based Organisation,Butere,,Kakamega,Kenya,,,
Community Integrated Development International,Kilungya Lane,Africa,Kitui,Kenya,,,
Inoverts Africa Beyond,Outerring,,Nairobi,Kenya,,,
Umoja Flour Mills Ltd,"Plot No. 4953,  Workshop Road",,Thika,Kenya,,
Cellwell Ltd,Mombasa Road,Opp. Associated Steel Rd,Nairobi,Kenya,,,
First Capital Alliance Limited,Unga House Muthithi Road,,Nairobi,Kenya,,,
Aga Khan University Hospital,Aga Khan Building 3Rd Parklands Avenue,Limuru Road,Nairobi,Kenya,,,
Power Technics Limited,Power Technics Complex Mombasa Road,,Nairobi,Kenya,,,
Infotrak Research And Consulting,103 Manyani East Road,Lavington,Nairobi,Kenya,,,
Agricultural Market Development Trust,"Graceland Court, School Of Law, Parklands Campus Chemilil Road,","Next To Kengen Rbs Gardens, Opposite Kenyatta University",Nairobi
Vihiga Community Development Group,Kisumu/Kakamega,,Kisumu,Kenya,,,
Borana Conservancy Ltd,Borana Ranch,,Nanyuki,Kenya,,,
Ecumenical Pharmaceutical Network,Gatundu Road,,Nairobi,Kenya,,,
Nairobi Nihonjin Club,Reinsurance Plaza Taifa Road,,Nairobi,Kenya,,,
The Owen Foundation,62005 Nairobi 00200,,Nairobi,Kenya,,,
Redbrick Africa Ltd,Langata Road,,Nairobi,Kenya,,,
Wayawaya Limited,A4 Oyster Paradise,Riverside Drive,Nairobi,Kenya,,,
Computers For Schools Kenya,"Quinsfree Building, Queensway House Kaunda Street",,Nairobi,Kenya,,
Associated Battery Manufacturers E A Ltd,"Associated Battery Building,  Kampala Road",Enterprise Road,Nairobi,Kenya,,
Pg Bison (Kenya) Ltd,Kampala Road,Next To Slumber Land Building,Nairobi,Kenya,,,
Guiding Systems Gs Consult Ltd,Langata Road,Po Box 72387,Nairobi,Kenya,,,
Kenya Farmnut Mcs Society,"Plot No Lr/335/11,  Grogan Road",,Muranga,Kenya,,
Fabrics And Supplies Limited,"Shamneel Court,Westlands,  Parklands Road",,Nairobi,Kenya,
Turkana Bas Fillet Supplies,Panya Road Marsabit,,Marsabit,Kenya,,,
Infratructure Technology Africa Ltd Ltd,5Th Ngong Avenue Office Suites 6Th Floor,,Nairobi,Kenya,,,
Getrudes Imaging Center Ltd,"209/3871 Comet House,  Monrovia",,Nairobi,Kenya,,
Mer For Gender Equality Now,Westlands Road,,Nairobi,Kenya,,,
Semcon Engineering Solutions Limited,Tom Mboya,,Nairobi,Kenya,,,
Goldstar Kenya Ltd,Bondo Road,Industrial Area,Nairobi,Kenya,,,
King Prime International Limited,"K I C C Ground Floor Rm 19,  Harambee Avenue",,Nairobi,Kenya,,
Anti-Illicit Trade Agency Limited,Mumias South Road,Epren Centre,Nairobi,Kenya,,,
